urlid,label
5360,0.290000
8445,0.890000
7260,0.610000
4526,0.850000
138,0.400000
168,0.220000
7888,0.530000
4639,0.870000
867,0.360000
9673,0.610000
710,0.480000
4749,0.340000
4716,0.260000
410,0.580000
2155,0.950000
3289,0.400000
7774,0.730000
1200,0.450000
9057,0.530000
2261,0.260000
9612,0.260000
4987,0.490000
3605,0.790000
5068,0.710000
4474,0.580000
5831,0.550000
4729,0.600000
10060,0.510000
6895,0.370000
3791,0.710000
7910,0.090000
4209,0.280000
4984,0.660000
1773,0.250000
2101,0.640000
7251,0.520000
2887,0.430000
875,0.570000
8185,0.730000
9688,0.740000
5342,0.050000
6802,0.350000
3077,0.450000
712,0.020000
3026,0.390000
2640,0.320000
4872,0.320000
3334,0.540000
2431,0.340000
9218,0.410000
7417,0.520000
3563,0.730000
1006,0.760000
8940,0.620000
7703,0.430000
2686,0.590000
8159,0.860000
37,0.190000
65,0.210000
1910,0.260000
2202,0.890000
9717,0.860000
2388,0.810000
2365,0.510000
5072,0.610000
4614,0.400000
6955,0.320000
4094,0.440000
3319,0.760000
1456,0.890000
5381,0.750000
4479,0.590000
4766,0.340000
6076,0.820000
8064,0.410000
3416,0.570000
4892,0.520000
9942,0.820000
9215,0.390000
4506,0.850000
9275,0.560000
1306,0.980000
6828,0.460000
8368,0.530000
7205,0.530000
360,0.880000
3386,0.460000
3835,0.250000
1305,0.120000
7963,0.440000
2073,0.500000
4230,0.150000
9012,0.320000
2723,0.850000
6788,0.760000
7945,0.200000
4868,0.510000
6597,0.710000
7323,0.300000
6229,0.550000
3427,0.260000
7727,0.380000
4707,0.890000
2547,0.750000
4523,0.890000
9648,0.430000
1084,0.570000
3327,0.500000
5591,0.290000
186,0.150000
2938,0.360000
9912,0.900000
6047,0.440000
2417,0.500000
10533,0.170000
1137,0.430000
1533,0.930000
9233,0.470000
43,0.490000
8986,0.300000
6000,0.840000
480,0.520000
2457,0.670000
5362,0.190000
7722,0.600000
7940,0.640000
6104,0.900000
8853,0.350000
5813,0.670000
4769,0.360000
2544,0.730000
6379,0.640000
5262,0.110000
9885,0.400000
10081,0.410000
1315,0.450000
3388,0.490000
3473,0.820000
2117,0.250000
9411,0.570000
9379,0.620000
4236,0.410000
2049,0.510000
4786,0.230000
1604,0.380000
7659,0.140000
8152,0.510000
5417,0.500000
160,0.700000
6826,0.830000
1815,0.700000
3647,0.560000
5605,0.510000
3526,0.800000
3854,0.650000
1053,0.480000
2411,0.460000
6015,0.290000
2089,0.810000
7745,0.680000
6816,0.430000
3934,0.600000
6547,0.630000
3758,0.470000
7158,0.530000
1584,0.370000
2982,0.620000
7679,0.860000
5286,0.820000
3776,0.470000
1235,0.760000
6294,0.540000
1012,0.510000
10318,0.450000
7134,0.380000
5180,0.540000
2108,0.400000
3639,0.320000
6729,0.480000
2472,0.310000
10235,0.330000
190,0.750000
4713,0.500000
6827,0.490000
6108,0.700000
1114,0.620000
4848,0.230000
606,0.820000
1573,0.640000
8546,0.570000
5193,0.140000
2936,0.540000
5104,0.610000
6712,0.270000
3055,0.470000
74,0.920000
7726,0.440000
9183,0.300000
162,0.420000
7288,0.420000
8657,0.930000
1295,0.660000
8207,0.540000
4433,0.460000
590,0.630000
10549,0.440000
7749,0.570000
405,0.560000
10267,0.650000
7133,0.300000
7584,0.530000
6616,0.750000
1719,0.400000
9761,0.570000
5859,0.240000
5662,0.400000
1736,0.270000
9333,0.510000
1102,0.410000
2790,0.540000
6598,0.620000
7995,0.770000
4452,0.720000
159,0.350000
511,0.600000
7006,0.510000
1123,0.880000
6073,0.720000
7094,0.520000
10008,0.570000
7573,0.180000
679,0.710000
6809,0.490000
1108,0.480000
380,0.430000
204,0.630000
7075,0.610000
2550,0.470000
9785,0.490000
5036,0.220000
3129,0.360000
6495,0.780000
880,0.270000
2360,0.640000
7839,0.310000
350,0.620000
9151,0.670000
6650,0.540000
7208,0.650000
5840,0.470000
5997,0.430000
2103,0.880000
713,0.770000
7771,0.470000
10255,0.250000
3944,0.870000
4250,0.380000
2833,0.120000
3052,0.360000
7855,0.770000
4152,0.510000
4445,0.930000
10036,0.550000
9727,0.440000
2234,0.390000
9632,0.830000
626,0.470000
1644,0.390000
4859,0.640000
3987,0.600000
5884,0.940000
4112,0.790000
10392,0.320000
2962,0.500000
21,0.400000
8524,0.550000
2543,0.580000
663,0.330000
2748,0.490000
3451,0.380000
964,0.600000
10560,0.640000
2428,0.410000
4520,0.290000
7660,0.510000
6583,0.650000
10390,0.350000
688,0.430000
7957,0.890000
3356,0.620000
1766,0.600000
9128,0.450000
2340,0.300000
9421,0.240000
7712,0.650000
8200,0.280000
8762,0.190000
6446,0.250000
5194,0.270000
960,0.190000
779,0.730000
3584,0.480000
3011,0.440000
2769,0.370000
1392,0.400000
7254,0.270000
9084,0.530000
9622,0.300000
3665,0.470000
1609,0.630000
6130,0.200000
10155,0.200000
7826,0.940000
8300,0.360000
5038,0.400000
7582,0.900000
9561,0.450000
7430,0.510000
5045,0.720000
10421,0.300000
5675,0.450000
4687,0.530000
4944,0.710000
5105,0.840000
148,0.470000
6371,0.320000
8108,0.250000
4354,0.390000
6077,0.840000
4292,0.510000
10068,0.350000
5821,0.480000
1042,0.700000
7715,0.220000
9703,0.130000
2761,0.650000
7002,0.450000
7313,0.580000
9050,0.380000
5518,0.170000
10556,0.820000
1078,0.400000
9699,0.240000
10445,0.750000
8748,0.580000
2960,0.660000
4317,0.240000
939,0.360000
8423,0.500000
5196,0.330000
8151,0.420000
7199,0.840000
1574,0.340000
8566,0.410000
7389,0.500000
1177,0.530000
10282,0.490000
10098,0.560000
4512,0.460000
4055,0.880000
8431,0.540000
4532,0.520000
10450,0.240000
5754,0.830000
1882,0.400000
1563,0.660000
4871,0.800000
8440,0.340000
3253,0.410000
8270,0.460000
4610,0.440000
9619,0.360000
8786,0.230000
2889,0.900000
9781,0.440000
5061,0.860000
7059,0.960000
2064,0.940000
1587,0.630000
1934,0.570000
5516,0.250000
9853,0.590000
7867,0.340000
1556,0.680000
5495,0.500000
4274,0.440000
8177,0.200000
9491,0.820000
9813,0.200000
2205,0.220000
2710,0.290000
2992,0.490000
7998,0.310000
6428,0.520000
6638,0.500000
3035,0.580000
1578,0.680000
1324,0.570000
2316,0.670000
9326,0.340000
7359,0.510000
7741,0.470000
5143,0.160000
8196,0.520000
630,0.040000
8481,0.880000
8497,0.040000
5409,0.680000
5749,0.300000
8219,0.500000
9571,0.610000
4886,0.830000
5367,0.370000
1185,0.330000
8291,0.340000
1590,0.300000
7698,0.240000
51,0.560000
8784,0.270000
3928,0.410000
5987,0.090000
7008,0.820000
7482,0.660000
9374,0.520000
1296,0.820000
10289,0.910000
2986,0.250000
4651,0.300000
8594,0.610000
7469,0.610000
2871,0.380000
1903,0.740000
8571,0.790000
4832,0.610000
1242,0.470000
7115,0.320000
3599,0.480000
2065,0.320000
4529,0.210000
763,0.690000
6698,0.600000
2002,0.770000
2020,0.780000
5229,0.500000
8243,0.330000
6936,0.610000
9360,0.580000
4360,0.380000
7951,0.380000
6701,0.430000
7574,0.570000
2426,0.420000
1681,0.880000
7135,0.330000
3688,0.240000
3872,0.550000
558,0.500000
2228,0.660000
8170,0.350000
7171,0.290000
7756,0.180000
3609,0.280000
3985,0.380000
1139,0.640000
3453,0.510000
7583,0.330000
9788,0.950000
10175,0.460000
6059,0.470000
104,0.320000
10168,0.350000
8902,0.660000
5343,0.960000
4239,0.240000
6767,0.770000
6269,0.380000
6682,0.520000
9558,0.690000
2416,0.300000
6592,0.570000
6196,0.390000
2751,0.950000
3412,0.850000
8302,0.840000
1120,0.630000
8005,0.370000
6637,0.420000
6440,0.340000
6679,0.790000
8039,0.850000
5357,0.820000
8844,0.630000
2964,0.410000
6040,0.280000
7259,0.700000
8974,0.400000
7439,0.350000
1045,0.440000
7706,0.440000
9724,0.370000
3698,0.450000
7339,0.800000
1749,0.710000
7257,0.620000
2963,0.890000
7775,0.230000
10501,0.420000
4258,0.630000
7908,0.870000
722,0.390000
6519,0.540000
6916,0.360000
4456,0.820000
2731,0.790000
917,0.780000
4107,0.470000
7894,0.270000
2540,0.690000
8455,0.630000
10406,0.910000
8909,0.790000
5489,0.150000
306,0.600000
3894,0.340000
2735,0.430000
4939,0.500000
1551,0.450000
777,0.580000
2160,0.950000
8599,0.740000
2727,0.780000
6362,0.400000
1417,0.980000
10343,0.470000
4866,0.720000
2682,0.580000
9856,0.210000
4498,0.370000
7450,0.370000
6899,0.260000
5649,0.790000
6086,0.230000
1618,0.150000
9926,0.210000
2847,0.400000
8099,0.480000
5724,0.490000
3358,0.660000
8136,0.210000
955,0.480000
8819,0.410000
5832,0.640000
10413,0.480000
6548,0.080000
8407,0.500000
10090,0.630000
8564,0.160000
808,0.910000
5303,0.680000
8913,0.790000
9425,0.910000
9543,0.610000
1219,0.750000
9575,0.950000
4019,0.430000
6223,0.740000
9588,0.380000
4739,0.340000
10492,0.560000
2017,0.430000
5524,0.650000
7449,0.920000
5734,0.200000
5456,0.360000
797,0.730000
5525,0.370000
8265,0.600000
1981,0.910000
8977,0.870000
6241,0.850000
6021,0.640000
7720,0.260000
8632,0.550000
6705,0.550000
2476,0.430000
3510,0.560000
8887,0.710000
10115,0.420000
9061,0.480000
5570,0.320000
2763,0.570000
1437,0.610000
3448,0.450000
3529,0.390000
3156,0.370000
4604,0.640000
6776,0.740000
10227,0.380000
1545,0.560000
10487,0.310000
993,0.270000
1161,0.860000
7975,0.900000
1591,0.490000
7804,0.880000
5048,0.460000
10454,0.690000
3567,0.460000
5886,0.410000
9937,0.530000
3931,0.560000
9706,0.630000
10193,0.780000
5569,0.790000
9747,0.160000
2217,0.770000
5936,0.280000
3885,0.790000
1086,0.210000
1799,0.610000
9763,0.690000
3299,0.320000
8268,0.840000
473,0.520000
337,0.840000
9381,0.590000
6426,0.560000
1210,0.400000
4986,0.330000
8285,0.330000
2024,0.470000
245,0.880000
4807,0.550000
2208,0.710000
9835,0.220000
8963,0.370000
9946,0.640000
5230,0.350000
2788,0.720000
674,0.530000
1629,0.780000
2300,0.310000
169,0.130000
3575,0.590000
6910,0.320000
1479,0.480000
10498,0.340000
8062,0.540000
9672,0.240000
9467,0.560000
6763,0.660000
8508,0.220000
1034,0.370000
3756,0.100000
9263,0.370000
8141,0.450000
532,0.460000
7022,0.380000
4024,0.280000
3298,0.260000
5641,0.380000
10455,0.560000
5206,0.390000
7005,0.120000
8971,0.350000
8358,0.660000
257,0.640000
78,0.760000
6333,0.580000
7969,0.460000
2505,0.410000
2004,0.640000
3748,0.760000
5668,0.230000
365,0.560000
9651,0.250000
2324,0.300000
3902,0.370000
9294,0.640000
5377,0.530000
2817,0.620000
7670,0.500000
4755,0.710000
255,0.610000
2714,0.380000
2922,0.480000
5517,0.730000
5157,0.410000
64,0.210000
5300,0.320000
451,0.240000
3941,0.590000
326,0.290000
3757,0.320000
8798,0.340000
2315,0.430000
6755,0.630000
2916,0.650000
7406,0.590000
3703,0.640000
5403,0.370000
622,0.250000
9,0.880000
5848,0.580000
8670,0.100000
1156,0.330000
10179,0.610000
2028,0.770000
3924,0.800000
620,0.200000
1963,0.630000
4537,0.370000
8970,0.360000
3024,0.810000
6140,0.510000
1866,0.460000
4442,0.750000
2312,0.240000
6749,0.580000
459,0.470000
1516,0.380000
8817,0.560000
4912,0.240000
2076,0.410000
10023,0.900000
7684,0.720000
3531,0.250000
6209,0.470000
10508,0.610000
8678,0.430000
3541,0.280000
1208,0.500000
4090,0.540000
1097,0.250000
5099,0.850000
2816,0.480000
4291,0.220000
1409,0.510000
6401,0.400000
4617,0.440000
6111,0.200000
6172,0.600000
10357,0.100000
8465,0.820000
3867,0.680000
9495,0.560000
4348,0.700000
7879,0.640000
9273,0.600000
3252,0.540000
9167,0.570000
2573,0.170000
7395,0.490000
9046,0.670000
1526,0.350000
9339,0.520000
10301,0.540000
7588,0.530000
1104,0.290000
1310,0.480000
6631,0.220000
10475,0.460000
9090,0.480000
1528,0.400000
1657,0.870000
1175,0.610000
1895,0.300000
3864,0.650000
4700,0.240000
3572,0.300000
10507,0.340000
269,0.400000
5744,0.420000
1687,0.660000
3020,0.280000
4974,0.850000
5119,0.400000
1916,0.680000
6687,0.990000
2197,0.500000
8641,0.690000
10073,0.780000
1967,0.330000
4999,0.470000
9816,0.570000
734,0.840000
9665,0.780000
5092,0.790000
2591,0.930000
9877,0.850000
4601,0.830000
7734,0.290000
7185,0.690000
6405,0.330000
7003,0.380000
928,0.380000
6490,0.440000
1586,0.250000
10139,0.800000
1192,0.690000
10526,0.100000
5544,0.530000
8779,0.460000
4497,0.470000
3059,0.890000
2181,0.320000
2303,0.490000
1190,0.460000
1468,0.240000
8771,0.440000
8997,0.390000
6365,0.820000
10355,0.180000
3478,0.320000
3764,0.440000
3542,0.350000
4941,0.190000
1840,0.450000
463,0.270000
7407,0.730000
7711,0.300000
6044,0.480000
3750,0.560000
10114,0.280000
1332,0.810000
425,0.960000
3479,0.940000
1979,0.400000
2994,0.460000
207,0.640000
5820,0.890000
9187,0.530000
5423,0.450000
2743,0.660000
2902,0.780000
9126,0.770000
7903,0.570000
4100,0.680000
3578,0.350000
6061,0.430000
5081,0.130000
4575,0.630000
6695,0.380000
5960,0.700000
10186,0.260000
6795,0.360000
10022,0.380000
5841,0.510000
7481,0.100000
9331,0.770000
400,0.870000
6907,0.550000
10393,0.390000
3709,0.880000
4726,0.550000
3007,0.270000
4723,0.150000
597,0.250000
1810,0.680000
4131,0.610000
4697,0.760000
8838,0.720000
5956,0.420000
4196,0.590000
63,0.580000
1714,0.700000
904,0.290000
9715,0.670000
4,0.240000
5462,0.620000
259,0.390000
5418,0.300000
6849,0.310000
9893,0.400000
10003,0.760000
4976,0.190000
7611,0.970000
900,0.300000
3746,0.430000
3893,0.290000
2966,0.530000
9667,0.920000
9734,0.250000
8123,0.700000
8470,0.590000
4058,0.510000
4623,0.670000
3782,0.380000
7966,0.630000
6003,0.860000
2168,0.790000
422,0.270000
6381,0.440000
1136,0.780000
3443,0.350000
2214,0.450000
9973,0.860000
1593,0.530000
5474,0.580000
812,0.800000
4703,0.260000
4294,0.870000
10021,0.820000
395,0.220000
3237,0.290000
9099,0.600000
2401,0.040000
10371,0.460000
3420,0.560000
3460,0.620000
9088,0.750000
5995,0.850000
3084,0.370000
3595,0.450000
9524,0.620000
167,0.680000
9743,0.560000
6109,0.500000
433,0.290000
6292,0.530000
8125,0.310000
4035,0.420000
2929,0.440000
8810,0.660000
4403,0.630000
3925,0.890000
1290,0.410000
3689,0.410000
6709,0.280000
8021,0.600000
6237,0.690000
1453,0.280000
7340,0.560000
6078,0.420000
2369,0.230000
1781,0.320000
3830,0.790000
7625,0.580000
8150,0.280000
1680,0.580000
7077,0.170000
3360,0.730000
7927,0.870000
244,0.430000
8107,0.610000
820,0.870000
5915,0.830000
924,0.330000
9207,0.540000
4077,0.740000
6052,0.580000
508,0.680000
8105,0.200000
4405,0.130000
7558,0.290000
6094,0.740000
484,0.740000
8927,0.170000
310,0.350000
8075,0.720000
1094,0.500000
3211,0.480000
1700,0.620000
4816,0.810000
9354,0.740000
8845,0.630000
7530,0.730000
1520,0.380000
1087,0.840000
5786,0.540000
6847,0.740000
999,0.670000
5308,0.260000
6569,0.440000
10200,0.490000
5868,0.840000
1757,0.280000
4625,0.650000
2955,0.760000
6187,0.680000
9931,0.520000
4883,0.590000
2488,0.950000
156,0.780000
2820,0.310000
1311,0.310000
1517,0.390000
3640,0.510000
5763,0.350000
6689,0.200000
1193,0.520000
8217,0.240000
10327,0.610000
5042,0.450000
6903,0.720000
2068,0.650000
7614,0.290000
8842,0.330000
2445,0.380000
10276,0.390000
4931,0.600000
6842,0.450000
5927,0.400000
6207,0.280000
4539,0.300000
8721,0.630000
3618,0.230000
2580,0.360000
5321,0.790000
3181,0.140000
4742,0.500000
3340,0.800000
8310,0.970000
3948,0.610000
2126,0.730000
10436,0.550000
9635,0.940000
9022,0.480000
8576,0.660000
2522,0.280000
7341,0.660000
7377,0.420000
7636,0.550000
2536,0.500000
2706,0.700000
4814,0.510000
6032,0.640000
2630,0.490000
1857,0.520000
5412,0.700000
1957,0.520000
9805,0.300000
9256,0.270000
1055,0.650000
8439,0.390000
317,0.670000
6126,0.190000
9970,0.400000
6008,0.250000
2811,0.440000
10214,0.300000
10337,0.230000
6563,0.320000
5611,0.540000
6358,0.560000
8446,0.400000
974,0.330000
4839,0.560000
4806,0.430000
4597,0.460000
4649,0.290000
7744,0.870000
5826,0.490000
6118,0.450000
6785,0.350000
301,0.830000
3192,0.720000
9854,0.510000
9227,0.870000
4768,0.520000
2961,0.220000
4564,0.530000
2484,0.510000
1606,0.520000
2864,0.330000
2884,0.330000
2753,0.580000
4366,0.250000
2470,0.230000
6369,0.480000
2754,0.410000
2501,0.620000
8890,0.200000
2093,0.520000
4937,0.570000
2850,0.290000
3706,0.450000
6645,0.760000
5799,0.740000
4229,0.670000
4900,0.390000
7883,0.150000
4629,0.720000
6459,0.790000
10381,0.760000
220,0.620000
761,0.520000
4264,0.690000
6633,0.370000
1424,0.770000
7017,0.470000
6901,0.480000
7126,0.550000
881,0.640000
6382,0.520000
7502,0.420000
1911,0.780000
3076,0.520000
9281,0.290000
1534,0.380000
8378,0.210000
4717,0.890000
7012,0.940000
9028,0.570000
5407,0.640000
274,0.520000
9465,0.600000
5164,0.370000
937,0.430000
5264,0.370000
8051,0.330000
10304,0.400000
2403,0.020000
1697,0.930000
8142,0.500000
3734,0.370000
8487,0.520000
5123,0.820000
8726,0.240000
2336,0.760000
7376,0.270000
2793,0.450000
1998,0.250000
319,0.520000
6783,0.300000
6911,0.700000
3078,0.640000
3310,0.460000
4790,0.790000
2712,0.500000
2968,0.650000
7777,0.500000
10442,0.350000
1654,0.720000
10438,0.540000
4509,0.260000
3963,0.570000
5043,0.370000
5421,0.530000
6465,0.440000
8034,0.460000
806,0.410000
1090,0.380000
1566,0.520000
10187,0.420000
2634,0.900000
569,0.890000
135,0.520000
3732,0.490000
6247,0.610000
10466,0.420000
8429,0.610000
6725,0.400000
6128,0.260000
8496,0.530000
2433,0.720000
5552,0.730000
7122,0.380000
376,0.420000
796,0.510000
6121,0.490000
8960,0.500000
5686,0.260000
2213,0.460000
6602,0.590000
3357,0.890000
1997,0.340000
691,0.370000
4370,0.510000
9660,0.810000
7189,0.620000
6660,0.440000
2074,0.720000
5375,0.440000
1816,0.770000
9802,0.670000
7654,0.810000
3784,0.610000
9604,0.750000
6397,0.530000
7125,0.740000
1460,0.270000
5718,0.520000
5452,0.680000
7064,0.740000
8272,0.850000
3620,0.790000
2772,0.660000
5150,0.110000
125,0.340000
1005,0.270000
616,0.550000
9056,0.570000
3972,0.520000
746,0.590000
10286,0.580000
723,0.520000
1283,0.520000
8009,0.590000
8509,0.310000
8220,0.540000
7393,0.990000
8499,0.450000
3789,0.350000
9658,0.350000
8171,0.270000
1985,0.670000
733,0.210000
6706,0.420000
6282,0.300000
7243,0.290000
3995,0.680000
4375,0.500000
1647,0.560000
9306,0.780000
9272,0.220000
9464,0.320000
5340,0.090000
5475,0.930000
4911,0.940000
9315,0.560000
811,0.550000
6395,0.400000
3229,0.750000
2250,0.350000
8433,0.530000
10428,0.300000
10461,0.300000
8408,0.730000
3945,0.700000
863,0.750000
4683,0.680000
1162,0.880000
9132,0.530000
1076,0.400000
7236,0.260000
3218,0.380000
6866,0.290000
4997,0.700000
9121,0.510000
8696,0.310000
3313,0.500000
1421,0.530000
80,0.340000
8163,0.540000
4583,0.630000
4053,0.590000
8693,0.450000
4139,0.430000
6976,0.530000
3549,0.450000
5534,0.210000
1638,0.460000
6375,0.760000
1008,0.550000
9120,0.880000
8071,0.530000
3266,0.640000
10482,0.570000
5288,0.520000
6302,0.410000
2183,0.370000
9199,0.230000
5441,0.370000
4418,0.550000
7287,0.380000
1532,0.550000
2978,0.320000
1230,0.250000
6423,0.830000
9643,0.470000
5142,0.490000
9368,0.360000
6132,0.610000
9031,0.530000
4767,0.770000
844,0.290000
10296,0.610000
9045,0.600000
10469,0.270000
9223,0.240000
9340,0.330000
1226,0.360000
686,0.570000
4037,0.580000
7620,0.280000
9322,0.830000
2943,0.170000
6549,0.430000
8124,0.450000
1803,0.620000
8025,0.110000
368,0.600000
3660,0.360000
4943,0.690000
9143,0.320000
958,0.800000
4272,0.240000
200,0.230000
7314,0.610000
7827,0.680000
252,0.200000
2242,0.580000
2804,0.310000
8802,0.350000
7645,0.820000
7228,0.590000
9200,0.400000
4738,0.830000
4513,0.730000
7999,0.320000
3938,0.390000
8127,0.550000
9265,0.160000
7353,0.680000
4772,0.850000
4461,0.330000
1335,0.410000
9018,0.590000
10460,0.830000
7956,0.370000
1238,0.200000
2552,0.760000
6517,0.580000
5925,0.870000
7413,0.480000
3728,0.410000
1103,0.760000
3704,0.660000
8413,0.450000
4533,0.680000
5449,0.690000
7306,0.250000
1401,0.850000
7365,0.840000
8363,0.330000
3656,0.690000
5683,0.540000
1940,0.550000
8674,0.330000
6745,0.610000
4431,0.830000
2263,0.900000
7506,0.830000
4059,0.330000
4588,0.210000
8692,0.770000
7258,0.830000
5448,0.770000
8865,0.150000
1119,0.400000
7642,0.670000
9981,0.870000
181,0.520000
7528,0.680000
9086,0.610000
4963,0.470000
5292,0.270000
1254,0.630000
2125,0.780000
5601,0.790000
2758,0.850000
1922,0.640000
5440,0.220000
3001,0.650000
4011,0.260000
8604,0.360000
2779,0.520000
1568,0.620000
10123,0.570000
9053,0.560000
8028,0.640000
82,0.330000
2845,0.810000
10221,0.420000
8598,0.300000
5011,0.710000
7401,0.470000
8687,0.760000
8767,0.690000
10046,0.310000
1920,0.580000
4364,0.800000
9395,0.220000
3602,0.420000
9038,0.620000
7786,0.410000
5106,0.840000
9337,0.460000
1575,0.440000
10291,0.530000
2965,0.490000
1478,0.130000
3625,0.430000
7329,0.900000
4116,0.600000
9136,0.590000
6870,0.500000
4073,0.560000
7863,0.470000
7437,0.460000
278,0.770000
1977,0.360000
8570,0.490000
6800,0.460000
8964,0.260000
7534,0.930000
6539,0.760000
645,0.670000
8223,0.500000
610,0.540000
1512,0.780000
8340,0.850000
4524,0.430000
7465,0.330000
6313,0.370000
1873,0.320000
1015,0.940000
444,0.290000
4967,0.650000
8988,0.630000
3199,0.360000
8020,0.750000
6103,0.510000
362,0.280000
7325,0.450000
5730,0.280000
10448,0.890000
1452,0.550000
6669,0.390000
7892,0.430000
7859,0.690000
5866,0.500000
2970,0.570000
9609,0.320000
893,0.380000
4176,0.310000
4280,0.590000
3970,0.450000
4516,0.320000
7503,0.510000
7955,0.870000
9852,0.690000
8380,0.710000
9284,0.900000
10386,0.300000
4004,0.430000
5328,0.310000
9274,0.800000
4646,0.280000
396,0.820000
5513,0.580000
4117,0.670000
3751,0.440000
9767,0.600000
1071,0.530000
7812,0.310000
5059,0.480000
2667,0.460000
9304,0.340000
10385,0.450000
7930,0.630000
5225,0.160000
9839,0.580000
2831,0.470000
2387,0.680000
3433,0.870000
5101,0.790000
6357,0.950000
5476,0.460000
3807,0.750000
10232,0.500000
1508,0.300000
6993,0.690000
5505,0.410000
6009,0.140000
5301,0.770000
6766,0.540000
2248,0.490000
8572,0.430000
852,0.470000
7871,0.930000
6926,0.530000
10220,0.870000
9007,0.860000
6990,0.630000
2012,0.590000
5645,0.510000
9091,0.690000
3797,0.290000
7201,0.290000
672,0.930000
1257,0.870000
2010,0.260000
8222,0.810000
9636,0.730000
2746,0.530000
2919,0.730000
5231,0.190000
5625,0.390000
10254,0.670000
2651,0.370000
1740,0.890000
3212,0.360000
10502,0.320000
7139,0.250000
7210,0.580000
10049,0.620000
1621,0.620000
2301,0.260000
5798,0.640000
3812,0.620000
6190,0.650000
5503,0.200000
9972,0.280000
5646,0.170000
2003,0.830000
1069,0.590000
9656,0.380000
279,0.780000
4328,0.660000
7105,0.550000
1643,0.500000
3108,0.300000
3106,0.300000
1626,0.130000
9838,0.470000
6994,0.740000
3463,0.590000
781,0.500000
4337,0.020000
1639,0.330000
416,0.230000
7687,0.470000
9610,0.610000
2519,0.530000
10210,0.350000
8633,0.680000
1276,0.940000
4764,0.510000
7674,0.510000
6550,0.320000
3853,0.640000
341,0.260000
6258,0.290000
1884,0.460000
2855,0.330000
2196,0.240000
5326,0.790000
6380,0.580000
5580,0.350000
4563,0.390000
10414,0.610000
3226,0.640000
3175,0.880000
9457,0.430000
1705,0.310000
5910,0.570000
375,0.600000
10333,0.470000
3852,0.340000
1971,0.620000
8720,0.670000
1860,0.450000
10349,0.630000
4605,0.370000
7358,0.650000
8258,0.680000
5678,0.360000
694,0.980000
8482,0.050000
1924,0.370000
3716,0.900000
3282,0.230000
5746,0.630000
1518,0.600000
8741,0.680000
7630,0.440000
8276,0.150000
6939,0.540000
1435,0.380000
8157,0.610000
1041,0.460000
4478,0.650000
8307,0.640000
2094,0.840000
5916,0.490000
9848,0.920000
4803,0.710000
2147,0.380000
295,0.860000
861,0.470000
3822,0.620000
5609,0.960000
9450,0.230000
4122,0.630000
10558,0.430000
4285,0.210000
6184,0.550000
7295,0.160000
1926,0.420000
5026,0.530000
7952,0.870000
4194,0.530000
639,0.590000
